text,airline_sentiment
would take long credit card compani say card charg yet take day,negative
delay money,negative
got next day credit guy multimillion dollar compani give u back credit,negative
dont send tweet cover social medium complaint send messag way resolv custserv,negative
joke mail receipt yet mail payment fli hand right,negative
could wrong,negative
keep good work got destin safe time today,positive
anyon make better effort retain custom easi fix want travel aa,negative
btr train gate agt im frequent flyer nvr issu bag day forc gate check prioriti board,negative
misplac bag hr ago tell lost stuff americanairlin unamericanairlin,negative
cancel flightl two flight miami nashvil yesterday could get day southwestairwasther,negative
lost piec bag deliv hour lie deliv still refund never,negative
improv envoy perform th trip ord delay hour envoy could drive faster,negative
two cancel flightl lga flight took look like new carrier,negative
ladi b1 abq great servic among sever cancel flightlat,positive
way get minut wait book,negative
provid guidanc work resolv issu,neutral
realli close gate instead of40 got wudda put ktn like ask wudda made,negative
tri chang via dfw tomorrow get thru phone long wait cut x2 help pleas,negative
thank follow final work finger cross new work,positive
stuck tarmac clt gate open hope miss connect logist americanview,negative
wait hold two hour call realli unreli,negative
board today watch report unfold twitter still proud,positive
delay rebook,negative
sever miss commun abl get ord home yet sure get due error,negative
um hang new,neutral
hey aa mistak made cr book problem call reserv keep get hung advis,negative
email aadvantag statu match still wait wait move help,negative
tri great week receiv weary_fac loudly_crying_fac broken_heart,negative
pillow blanket home peopl bad thing hair,negative
go nightmar guy yesterday zero respons tweet last sent,negative
tri site doesnt allow reason allow board morn tri diff airlin work trip,negative
bought plane ticket month ago still receiv info ticket email come,negative
dca baggag claim employe realiz pleas thank apolog go long way customerservic dca,negative
took cost flight bank account get refund week loyal custom,negative
took day work drove hour round trip rescu daughter student laguardia thank,negative
airlin ridicul,negative
group minor child broken group still miami delta much better custom servic,negative
way get record flight taken,neutral
thank respons got resolv counter,positive
one origin arriv time said done may pm central impress,negative
la vega dfw cancel flightl hold forev still spoken anyon pl help,negative
everi time tri call tell tri late flightr hang,negative
rebook differ airport throw wrench plan eye,negative
crew best could control get one chanc honeymoon fail miser,negative
thx someon pick minut,negative
overbook busi class mia uvf correct seat move back economi special day,negative
kid gonna take beat apron good lookin plane,positive
unaccept,negative
fund purchas anoth ticket error would caus famili miss funer,negative
miss whole day worth work tomorrow sure guy care,negative
big compani happi someth custom cost delay oh mention,negative
ticket pend day normal take long want make sure problem,negative
bad c back least stuck look apolog troubl,negative
delay know get credit anybodi back supervisor cut speak,negative
free check bag food comp fli credit someth help addit dollar hole,negative
ye respons,negative
bag check cancel flightl arriv mke much help grnd staff havoc dfw,negative
like know bag get alreadi account cust servic,negative
never fli guy stuck memphi anoth day call credit someth anyth,negative
jealou live sydney shirt jean suit offic work need suit warm jacket,neutral
book ticket use mile need chang date tri get advantag rep two day,negative
compani hell consider custom give hundr million dollar per year smh,negative
snow st loui cold snow hub flight welcom,neutral
took yesterday fron tpa dfw au bag went iah today bag went iah dfw back iah still bag,negative
absolut unaccept call day hung everi time need minut bit help,negative
envoy airlin disgrac aa famili noth delay cancel flightlat week week,negative
weather logist hold minut call get desk agent,negative
sent info via dm truli hope resolv quickli medium filmcrew cnn nbc,neutral
never anyth bad say love faith custom,negative
also agent awar clearli,negative
addit fare cost tix chang price uk pound issu uk pound badcustomerservic,negative
fli american famili sever weather excus call make chang comput cant modifi,negative
amen,neutral
meelan afford supervisor includ convers pl check rec call badcustomerservic,negative
last night sever weather could make need chang fair go,negative
thank aa upgrad today get new first one cancel flightl,positive
worst chang polici merci sympathi bummer go funer see friend bc,negative
done done much point trip alreadi,negative
basic right,neutral
epicfail connect chicago today extrem disappoint unaccommod custom servic rethink loyalti neutral_fac,neutral
well fli instead free credit actual work,neutral
messag pleas someon contact u immedi,negative
capabl spread salt runway,negative
suppos littl rock morn,negative
boom,neutral
alreadi spoke line unwil help realli poor support hitawal,negative
first ride new new interior seat video nice improv newplanesmel,positive
worri good one,positive
ye thank found see gray tab first,neutral
serious cat dead go piss thank evil want soul,negative
leg damag seat damag expens case offer anyth apolog wk late flightr,negative
tri understand let handl situat guess wrong,negative
hour phone best tell sent mayb bank misplac,negative
chariot tonight angl look like,neutral
day come suppos get money back bank receiv anyth,negative
call corpor,negative
cannot understand part oneworld member treat custom fairli tcf oldplan damageluggag,negative
prob worst custom servic ever repli complaint submit week ago bout damag bag even replac,negative
cancel flightl ticket take two month refund still wait,negative
new market song let u know think,neutral
thank hope get movi tv broke,negative
thank entir unhelp wast hour time today,negative
well fli rebook jetblu credit actual work free,negative
check broken tablet see attach pictur medium filmcrew nbc cnn,negative
origin sfo go lax,neutral
call morn still get need chge week,negative
guy talk american ecuador read,neutral
prob give refund sinc made miss wait talk someon hour,negative
tri anyway,neutral
oh receiv back email say delay happen uh huh,negative
